"x", "x+a+b-c", "floorf(x)"
2.34426,2,2
2.30645,2,2
2.26984,2,2
2.23438,2,2
2.13433,2,2
2.10294,2,2
2.07246,2,2
2.04286,2,2
2.01408,2,2
1.98611,1,1
1.9589,1,1
1.93243,1,1
1.90667,1,1
1.88158,1,1
1.81013,1,1
1.7875,1,1
1.76543,1,1
1.7439,1,1
1.72289,1,1
1.70238,1,1
1.68235,1,1
1.66279,1,1
1.64368,1,1
1.60674,1,1
1.58889,1,1
1.55435,1,1
1.53763,1,1
1.52128,1,1
1.50526,1,1
1.48958,1,1
1.47423,1,1
1.45918,1,1
1.43,1,1
1.41584,1,1
1.40196,1,1
1.38835,1,1
1.3619,1,1
1.34906,1,1
1.33645,1,1
1.32407,1,1
1.31193,1,1
1.28829,1,1
1.27679,1,1
1.26549,1,1
1.25439,1,1
1.24348,1,1
1.23276,1,1
1.21186,1,1
1.20168,1,1
1.19167,1,1
1.17213,1,1
1.1626,1,1
1.15323,1,1
1.144,1,1
1.13492,1,1
1.12598,1,1
1.11719,1,1
1.10853,1,1
1.0916,1,1
1.07519,1,1
1.06716,1,1
1.05926,1,1
1.05147,1,1
1.0438,1,1
1.03623,1,1
1.02878,1,1
1.02143,1,1
1.01418,1,1
1.00704,1,1
0.993056,0,0
0.986207,0,0
0.979452,0,0
0.972789,0,0
0.966216,0,0
0.959732,0,0
0.953333,0,0
0.94702,0,0
0.940789,0,0
0.934641,0,0
0.922581,0,0
0.910828,0,0
0.905063,0,0
0.899371,0,0
0.89375,0,0
0.888199,0,0
0.882716,0,0
0.877301,0,0
0.871951,0,0
0.861446,0,0
0.856287,0,0
0.85119,0,0
0.841176,0,0
0.836257,0,0
0.831395,0,0
0.82659,0,0
0.821839,0,0
0.817143,0,0
0.80791,0,0
0.803371,0,0
0.798883,0,0
0.794444,0,0
0.790055,0,0
0.781421,0,0
0.777174,0,0
0.772973,0,0
0.768817,0,0
0.760638,0,0
0.756614,0,0
0.752632,0,0
0.748691,0,0
0.744792,0,0
0.740933,0,0
0.737113,0,0
0.729592,0,0
0.725888,0,0
0.718593,0,0
0.715,0,0
0.711443,0,0
0.707921,0,0
0.704434,0,0
0.70098,0,0
0.697561,0,0
0.694175,0,0
0.690821,0,0
0.680952,0,0
0.677725,0,0
0.674528,0,0
0.671362,0,0
0.668224,0,0
0.665116,0,0
0.662037,0,0
0.658986,0,0
0.655963,0,0
0.652968,0,0
0.644144,0,0
0.641256,0,0
0.638393,0,0
0.635556,0,0
0.632743,0,0
0.629956,0,0
0.627193,0,0
0.624454,0,0
0.621739,0,0
0.616379,0,0
0.613734,0,0
0.608511,0,0
0.605932,0,0
0.603376,0,0
0.60084,0,0
0.598326,0,0
0.595833,0,0
0.593361,0,0
0.588477,0,0
0.586066,0,0
0.583673,0,0
0.581301,0,0
0.576613,0,0
0.574297,0,0
0.572,0,0
0.569721,0,0
0.56746,0,0
0.562992,0,0
0.560784,0,0
144,144,144
28.8,28,28
20.5714,20,20
13.0909,13,13
11.0769,11,11
8.47059,8,8
7.57895,7,7
6.26087,6,6
5.76,5,5
4.96552,4,4
4.64516,4,4
4.11429,4,4
3.89189,3,3
3.5122,3,3
3.34884,3,3
3.06383,3,3
2.93878,2,2
2.71698,2,2
2.61818,2,2
2.44068,2,2
2.36066,2,2
2.21538,2,2
2.14925,2,2
2.02817,2,2
1.9726,1,1
1.87013,1,1
1.82278,1,1
1.73494,1,1
1.69412,1,1
1.61798,1,1
1.58242,1,1
1.51579,1,1
1.48454,1,1
1.42574,1,1
1.39806,1,1
1.34579,1,1
1.3211,1,1
1.27434,1,1
1.25217,1,1
1.21008,1,1
1.19008,1,1
1.152,1,1
1.13386,1,1
1.09924,1,1
1.08271,1,1
1.05109,1,1
1.03597,1,1
1.00699,1,1
0.993103,0,0
0.966443,0,0
0.953642,0,0
0.929032,0,0
0.917197,0,0
0.89441,0,0
0.883436,0,0
0.862275,0,0
0.852071,0,0
0.83237,0,0
0.822857,0,0
0.804469,0,0
0.79558,0,0
0.778378,0,0
0.770053,0,0
0.753927,0,0
0.746114,0,0
0.730964,0,0
0.723618,0,0
0.70936,0,0
0.702439,0,0
0.688995,0,0
0.682464,0,0
0.669767,0,0
0.663594,0,0
0.651584,0,0
0.64574,0,0
0.634361,0,0
0.628821,0,0
0.618026,0,0
0.612766,0,0
0.60251,0,0
0.59751,0,0
0.587755,0,0
0.582996,0,0
0.573705,0,0
0.56917,0,0
145,145,145
72.5,72,72
48.3333,48,48
36.25,36,36
24.1667,24,24
20.7143,20,20
18.125,18,18
16.1111,16,16
13.1818,13,13
12.0833,12,12
11.1538,11,11
10.3571,10,10
9.0625,9,9
8.52941,8,8
8.05556,8,8
7.63158,7,7
6.90476,6,6
6.59091,6,6
6.30435,6,6
6.04167,6,6
5.57692,5,5
5.37037,5,5
5.17857,5,5
4.67742,4,4
4.53125,4,4
4.39394,4,4
4.26471,4,4
4.02778,4,4
3.91892,3,3
3.81579,3,3
3.71795,3,3
3.53659,3,3
3.45238,3,3
3.37209,3,3
3.29545,3,3
3.15217,3,3
3.08511,3,3
3.02083,3,3
2.95918,2,2
2.84314,2,2
2.78846,2,2
2.73585,2,2
2.68519,2,2
2.58929,2,2
2.54386,2,2
2.45763,2,2
2.37705,2,2
2.33871,2,2
2.30159,2,2
2.26562,2,2
2.19697,2,2
2.16418,2,2
2.13235,2,2
2.10145,2,2
2.04225,2,2
2.01389,2,2
1.9863,1,1
1.95946,1,1
1.90789,1,1
1.88312,1,1
1.85897,1,1
1.83544,1,1
1.79012,1,1
1.76829,1,1
1.74699,1,1
1.72619,1,1
1.68605,1,1
1.64773,1,1
1.62921,1,1
1.59341,1,1
1.57609,1,1
1.55914,1,1
1.54255,1,1
1.51042,1,1
1.49485,1,1
1.47959,1,1
1.46465,1,1
1.43564,1,1
1.42157,1,1
1.40777,1,1
1.39423,1,1
1.36792,1,1
1.35514,1,1
1.34259,1,1
1.33028,1,1
1.30631,1,1
1.29464,1,1
1.28319,1,1
1.27193,1,1
1.23932,1,1
1.22881,1,1
1.21849,1,1
1.19835,1,1
1.18852,1,1
1.17886,1,1
1.16935,1,1
1.15079,1,1
1.14173,1,1
1.13281,1,1
1.12403,1,1
1.10687,1,1
1.09848,1,1
1.09023,1,1
1.08209,1,1
1.06618,1,1
1.05839,1,1
1.05072,1,1
1.04317,1,1
1.02837,1,1
1.02113,1,1
1.01399,1,1
1.00694,1,1
0.993151,0,0
0.986395,0,0
0.97973,0,0
0.973154,0,0
0.960265,0,0
0.953947,0,0
0.947712,0,0
0.941558,0,0
0.929487,0,0
0.923567,0,0
0.917722,0,0
0.91195,0,0
0.900621,0,0
0.895062,0,0
0.889571,0,0
0.884146,0,0
0.873494,0,0
0.868263,0,0
0.863095,0,0
0.857988,0,0
0.847953,0,0
0.843023,0,0
0.83815,0,0
0.823864,0,0
0.819209,0,0
0.814607,0,0
0.810056,0,0
0.801105,0,0
0.796703,0,0
0.79235,0,0
0.788043,0,0
0.77957,0,0
0.775401,0,0
0.771277,0,0
0.767196,0,0
0.759162,0,0
0.755208,0,0
0.751295,0,0
0.747423,0,0
0.739796,0,0
0.736041,0,0
0.732323,0,0
0.728643,0,0
0.721393,0,0
0.717822,0,0
0.710784,0,0
0.703883,0,0
0.700483,0,0
0.697115,0,0
0.69378,0,0
0.687204,0,0
0.683962,0,0
0.680751,0,0
0.67757,0,0
0.671296,0,0
0.668203,0,0
0.665138,0,0
0.6621,0,0
0.656109,0,0
0.653153,0,0
0.650224,0,0
0.647321,0,0
0.641593,0,0
0.638767,0,0
0.635965,0,0
0.633188,0,0
0.627706,0,0
0.622318,0,0
0.619658,0,0
0.614407,0,0
0.611814,0,0
0.609244,0,0
0.606695,0,0
0.60166,0,0
0.599174,0,0
0.596708,0,0
0.594262,0,0
0.589431,0,0
0.587045,0,0
0.584677,0,0
0.582329,0,0
0.577689,0,0
0.575397,0,0
0.573123,0,0
0.570866,0,0
146,146,146
48.6667,48,48
29.2,29,29
20.8571,20,20
16.2222,16,16
13.2727,13,13
11.2308,11,11
9.73333,9,9
8.58823,8,8
7.68421,7,7
6.95238,6,6
6.34783,6,6
5.84,5,5
5.40741,5,5
5.03448,5,5
4.70968,4,4
4.42424,4,4
4.17143,4,4
3.94595,3,3
3.74359,3,3
3.56098,3,3
3.39535,3,3
3.24444,3,3
3.10638,3,3
2.97959,2,2
2.86275,2,2
2.75472,2,2
2.65455,2,2
2.5614,2,2
2.47458,2,2
2.39344,2,2
2.31746,2,2
2.24615,2,2
2.1791,2,2
2.11594,2,2
2.05634,2,2
1.94667,1,1
1.8961,1,1
1.8481,1,1
1.80247,1,1
1.75904,1,1
1.71765,1,1
1.67816,1,1
1.64045,1,1
1.6044,1,1
1.56989,1,1
1.53684,1,1
1.50515,1,1
1.47475,1,1
1.44554,1,1
1.41748,1,1
1.39048,1,1
1.36449,1,1
1.33945,1,1
1.31532,1,1
1.29204,1,1
1.26957,1,1
1.24786,1,1
1.22689,1,1
1.20661,1,1
1.18699,1,1
1.168,1,1
1.14961,1,1
1.13178,1,1
1.1145,1,1
1.09774,1,1
1.08148,1,1
1.06569,1,1
1.05036,1,1
1.03546,1,1
1.02098,1,1
1.0069,1,1
0.993197,0,0
0.979866,0,0
0.966887,0,0
0.954248,0,0
0.941935,0,0
0.929936,0,0
0.918239,0,0
0.906832,0,0
0.895706,0,0
0.884848,0,0
0.874251,0,0
0.863905,0,0
0.853801,0,0
0.843931,0,0
0.834286,0,0
0.824859,0,0
0.815642,0,0
0.80663,0,0
0.797814,0,0
0.789189,0,0
0.780749,0,0
0.772487,0,0
0.764398,0,0
0.756477,0,0
0.748718,0,0
0.741117,0,0
0.733668,0,0
0.726368,0,0
0.719212,0,0
0.712195,0,0
0.705314,0,0
0.698565,0,0
0.691943,0,0
0.685446,0,0
0.67907,0,0
0.672811,0,0
0.660634,0,0
0.654709,0,0
0.648889,0,0
0.643172,0,0
0.637555,0,0
0.632035,0,0
0.626609,0,0
0.621277,0,0
0.616034,0,0
0.610879,0,0
0.605809,0,0
0.600823,0,0
0.595918,0,0
0.591093,0,0
0.586345,0,0
0.581673,0,0
0.577075,0,0
0.572549,0,0
147,147,147
73.5,73,73
36.75,36,36
29.4,29,29
18.375,18,18
14.7,14,14
13.3636,13,13
11.3077,11,11
9.1875,9,9
8.64706,8,8
7.73684,7,7
7.35,7,7
6.68182,6,6
6.3913,6,6
5.88,5,5
5.65385,5,5
5.06897,5,5
4.74194,4,4
4.59375,4,4
4.32353,4,4
3.97297,3,3
3.86842,3,3
3.675,3,3
3.58537,3,3
3.4186,3,3
3.34091,3,3
3.19565,3,3
3.12766,3,3
2.94,2,2
2.82692,2,2
2.77358,2,2
2.67273,2,2
2.53448,2,2
2.49153,2,2
2.40984,2,2
2.37097,2,2
2.29688,2,2
2.26154,2,2
2.19403,2,2
2.16176,2,2
2.07042,2,2
2.0137,2,2
1.98649,1,1
1.93421,1,1
1.86076,1,1
1.8375,1,1
1.79268,1,1
1.77108,1,1
1.72941,1,1
1.7093,1,1
1.67045,1,1
1.65169,1,1
1.59783,1,1
1.56383,1,1
1.54737,1,1
1.51546,1,1
1.47,1,1
1.45545,1,1
1.42718,1,1
1.41346,1,1
1.38679,1,1
1.37383,1,1
1.34862,1,1
1.33636,1,1
1.30088,1,1
1.27826,1,1
1.26724,1,1
1.24576,1,1
1.21488,1,1
1.20492,1,1
1.18548,1,1
1.176,1,1
1.15748,1,1
1.14844,1,1
1.13077,1,1
1.12214,1,1
1.09701,1,1
1.08088,1,1
1.07299,1,1
1.05755,1,1
1.03521,1,1
1.02797,1,1
1.01379,1,1
1.00685,1,1
0.993243,0,0
0.986577,0,0
0.97351,0,0
0.967105,0,0
0.948387,0,0
0.936306,0,0
0.93038,0,0
0.91875,0,0
0.901841,0,0
0.896341,0,0
0.885542,0,0
0.88024,0,0
0.869823,0,0
0.864706,0,0
0.854651,0,0
0.849711,0,0
0.835227,0,0
0.825843,0,0
0.821229,0,0
0.812155,0,0
0.798913,0,0
0.794595,0,0
0.786096,0,0
0.781915,0,0
0.773684,0,0
0.769634,0,0
0.761658,0,0
0.757732,0,0
0.746193,0,0
0.738693,0,0
0.735,0,0
0.727723,0,0
0.717073,0,0
0.713592,0,0
0.706731,0,0
0.703349,0,0
0.696682,0,0
0.693396,0,0
0.686916,0,0
0.683721,0,0
0.674312,0,0
0.668182,0,0
0.665158,0,0
0.659193,0,0
0.650442,0,0
0.647577,0,0
0.641921,0,0
0.63913,0,0
0.633621,0,0
0.630901,0,0
0.625532,0,0
0.622881,0,0
0.615063,0,0
0.609959,0,0
0.607438,0,0
0.602459,0,0
0.595142,0,0
0.592742,0,0
0.588,0,0
0.585657,0,0
0.581028,0,0
0.57874,0,0
148,148,148
49.3333,49,49
29.6,29,29
21.1429,21,21
16.4444,16,16
13.4545,13,13
11.3846,11,11
9.86667,9,9
8.70588,8,8
7.78947,7,7
7.04762,7,7
6.43478,6,6
5.92,5,5
5.48148,5,5
5.10345,5,5
4.77419,4,4
4.48485,4,4
4.22857,4,4
3.79487,3,3
3.60976,3,3
3.44186,3,3
3.28889,3,3
3.14894,3,3
3.02041,3,3
2.90196,2,2
2.79245,2,2
2.69091,2,2
2.59649,2,2
2.50847,2,2
2.42623,2,2
2.34921,2,2
2.27692,2,2
2.20896,2,2
2.14493,2,2
2.08451,2,2
2.0274,2,2
1.97333,1,1
1.92208,1,1
1.87342,1,1
1.82716,1,1
1.78313,1,1
1.74118,1,1
1.70115,1,1
1.66292,1,1
1.62637,1,1
1.5914,1,1
1.55789,1,1
1.52577,1,1
1.49495,1,1
1.46535,1,1
1.43689,1,1
1.40952,1,1
1.38318,1,1
1.3578,1,1
1.30973,1,1
1.28696,1,1
1.26496,1,1
1.2437,1,1
1.22314,1,1
1.20325,1,1
1.184,1,1
1.16535,1,1
1.14729,1,1
1.12977,1,1
1.11278,1,1
1.0963,1,1
1.08029,1,1
1.06475,1,1
1.04965,1,1
1.03497,1,1
1.02069,1,1
1.0068,1,1
0.993289,0,0
0.980132,0,0
0.96732,0,0
0.954839,0,0
0.942675,0,0
0.930818,0,0
0.919255,0,0
0.907975,0,0
0.89697,0,0
0.886228,0,0
0.87574,0,0
0.865497,0,0
0.855491,0,0
0.845714,0,0
0.836158,0,0
0.826816,0,0
0.81768,0,0
0.808743,0,0
0.791444,0,0
0.783069,0,0
0.774869,0,0
0.766839,0,0
0.758974,0,0
0.751269,0,0
0.743719,0,0
0.736318,0,0
0.729064,0,0
0.721951,0,0
0.714976,0,0
0.708134,0,0
0.701422,0,0
0.694836,0,0
0.688372,0,0
0.682028,0,0
0.675799,0,0
0.669683,0,0
0.663677,0,0
0.657778,0,0
0.651982,0,0
0.646288,0,0
0.640693,0,0
0.635193,0,0
0.629787,0,0
0.624473,0,0
0.619247,0,0
0.614108,0,0
0.609053,0,0
0.604082,0,0
0.59919,0,0
0.594378,0,0
0.589641,0,0
0.58498,0,0
0.580392,0,0
149,149,149
74.5,74,74
49.6667,49,49
37.25,37,37
29.8,29,29
24.8333,24,24
21.2857,21,21
18.625,18,18
16.5556,16,16
14.9,14,14
13.5455,13,13
12.4167,12,12
11.4615,11,11
10.6429,10,10
9.93333,9,9
9.3125,9,9
8.76471,8,8
8.27778,8,8
7.84211,7,7
7.45,7,7
7.09524,7,7
6.77273,6,6
6.47826,6,6
6.20833,6,6
5.96,5,5
5.73077,5,5
5.51852,5,5
5.32143,5,5
5.13793,5,5
4.96667,4,4
4.80645,4,4
4.65625,4,4
4.51515,4,4
4.38235,4,4
4.25714,4,4
4.13889,4,4
4.02703,4,4
3.92105,3,3
3.82051,3,3
3.725,3,3
3.63415,3,3
3.54762,3,3
3.46512,3,3
3.38636,3,3
3.31111,3,3
3.23913,3,3
3.17021,3,3
3.10417,3,3
3.04082,3,3
2.98,2,2
2.92157,2,2
2.86538,2,2
2.81132,2,2
2.75926,2,2
2.70909,2,2
2.66071,2,2
2.61404,2,2
2.56897,2,2
2.52542,2,2
2.48333,2,2
2.44262,2,2
2.40323,2,2
2.36508,2,2
2.32812,2,2
2.29231,2,2
2.25758,2,2
2.22388,2,2
2.19118,2,2
2.15942,2,2
2.12857,2,2
2.09859,2,2
2.06944,2,2
2.0411,2,2
2.01351,2,2
1.98667,1,1
1.96053,1,1
1.93506,1,1
1.91026,1,1
1.88608,1,1
1.8625,1,1
1.83951,1,1
1.81707,1,1
1.79518,1,1
1.77381,1,1
1.75294,1,1
1.73256,1,1
1.71264,1,1
1.69318,1,1
1.67416,1,1
1.65556,1,1
1.63736,1,1
1.61957,1,1
1.60215,1,1
1.58511,1,1
1.56842,1,1
1.55208,1,1
1.53608,1,1
1.52041,1,1
1.50505,1,1
1.49,1,1
1.47525,1,1
1.46078,1,1
1.4466,1,1
1.43269,1,1
1.41905,1,1
1.40566,1,1
1.39252,1,1
1.37963,1,1
1.36697,1,1
1.35455,1,1
1.34234,1,1
1.33036,1,1
1.31858,1,1
1.30702,1,1
1.29565,1,1
1.28448,1,1
1.2735,1,1
1.26271,1,1
1.2521,1,1
1.24167,1,1
1.2314,1,1
1.22131,1,1
1.21138,1,1
1.20161,1,1
1.192,1,1
1.18254,1,1
1.17323,1,1
1.16406,1,1
1.15504,1,1
1.14615,1,1
1.1374,1,1
1.12879,1,1
1.1203,1,1
1.11194,1,1
1.1037,1,1
1.09559,1,1
1.08759,1,1
1.07971,1,1
1.07194,1,1
1.06429,1,1
1.05674,1,1
1.0493,1,1
1.04196,1,1
1.03472,1,1
1.02759,1,1
1.02055,1,1
1.01361,1,1
1.00676,1,1
0.993333,0,0
0.986755,0,0
0.980263,0,0
0.973856,0,0
0.967532,0,0
0.96129,0,0
0.955128,0,0
0.949045,0,0
0.943038,0,0
0.937107,0,0
0.93125,0,0
0.925466,0,0
0.919753,0,0
0.91411,0,0
0.908537,0,0
0.90303,0,0
0.89759,0,0
0.892216,0,0
0.886905,0,0
0.881657,0,0
0.876471,0,0
0.871345,0,0
0.866279,0,0
0.861272,0,0
0.856322,0,0
0.851429,0,0
0.846591,0,0
0.841808,0,0
0.837079,0,0
0.832402,0,0
0.827778,0,0
0.823204,0,0
0.818681,0,0
0.814208,0,0
0.809783,0,0
0.805405,0,0
0.801075,0,0
0.796791,0,0
0.792553,0,0
0.78836,0,0
0.784211,0,0
0.780105,0,0
0.776042,0,0
0.772021,0,0
0.768041,0,0
0.764103,0,0
0.760204,0,0
0.756345,0,0
0.752525,0,0
0.748744,0,0
0.745,0,0
0.741294,0,0
0.737624,0,0
0.73399,0,0
0.730392,0,0
0.726829,0,0
0.723301,0,0
0.719807,0,0
0.716346,0,0
0.712919,0,0
0.709524,0,0
0.706161,0,0
0.70283,0,0
0.699531,0,0
0.696262,0,0
0.693023,0,0
0.689815,0,0
0.686636,0,0
0.683486,0,0
0.680365,0,0
0.677273,0,0
0.674208,0,0
0.671171,0,0
0.668161,0,0
0.665179,0,0
0.662222,0,0
0.659292,0,0
0.656388,0,0
0.653509,0,0
0.650655,0,0
0.647826,0,0
0.645022,0,0
0.642241,0,0
0.639485,0,0
0.636752,0,0
0.634043,0,0
0.631356,0,0
0.628692,0,0
0.62605,0,0
0.623431,0,0
0.620833,0,0
0.618257,0,0
0.615702,0,0
0.613169,0,0
0.610656,0,0
0.608163,0,0
0.605691,0,0
0.603239,0,0
0.600806,0,0
0.598394,0,0
0.596,0,0
0.593625,0,0
0.59127,0,0
0.588933,0,0
0.586614,0,0
0.584314,0,0
150,150,150
21.4286,21,21
13.6364,13,13
11.5385,11,11
8.82353,8,8
7.89474,7,7
6.52174,6,6
5.17241,5,5
4.83871,4,4
4.05405,4,4
3.65854,3,3
3.48837,3,3
3.19149,3,3
3.06122,3,3
2.83019,2,2
2.54237,2,2
2.45902,2,2
2.23881,2,2
2.11268,2,2
2.05479,2,2
1.94805,1,1
1.89873,1,1
1.80723,1,1
1.68539,1,1
1.64835,1,1
1.54639,1,1
1.48515,1,1
1.45631,1,1
1.40187,1,1
1.37615,1,1
1.32743,1,1
1.2605,1,1
1.23967,1,1
1.1811,1,1
1.14504,1,1
1.12782,1,1
1.09489,1,1
1.07914,1,1
1.04895,1,1
1.00671,1,1
0.993378,0,0
0.955414,0,0
0.931677,0,0
0.920245,0,0
0.898204,0,0
0.887574,0,0
0.867052,0,0
0.837989,0,0
0.828729,0,0
0.802139,0,0
0.78534,0,0
0.777202,0,0
0.761421,0,0
0.753769,0,0
0.738916,0,0
0.717703,0,0
0.7109,0,0
0.691244,0,0
0.678733,0,0
0.672646,0,0
0.660793,0,0
0.655022,0,0
0.643777,0,0
0.627615,0,0
0.622407,0,0
0.607287,0,0
0.59761,0,0
0.592885,0,0
151,151,151
75.5,75,75
50.3333,50,50
37.75,37,37
30.2,30,30
25.1667,25,25
21.5714,21,21
18.875,18,18
16.7778,16,16
15.1,15,15
13.7273,13,13
12.5833,12,12
11.6154,11,11
10.7857,10,10
10.0667,10,10
9.4375,9,9
8.88235,8,8
8.38889,8,8
7.94737,7,7
7.55,7,7
7.19048,7,7
6.86364,6,6
6.56522,6,6
6.29167,6,6
6.04,6,6
5.80769,5,5
5.59259,5,5
5.39286,5,5
5.2069,5,5
5.03333,5,5
4.87097,4,4
4.71875,4,4
4.57576,4,4
4.44118,4,4
4.31429,4,4
4.19444,4,4
4.08108,4,4
3.97368,3,3
3.87179,3,3
3.775,3,3
3.68293,3,3
3.59524,3,3
3.51163,3,3
3.43182,3,3
3.35556,3,3
3.28261,3,3
3.21277,3,3
3.14583,3,3
3.08163,3,3
3.02,3,3
2.96078,2,2
2.90385,2,2
2.84906,2,2
2.7963,2,2
2.74545,2,2
2.69643,2,2
2.64912,2,2
2.60345,2,2
2.55932,2,2
2.51667,2,2
2.47541,2,2
2.43548,2,2
2.39683,2,2
2.35938,2,2
2.32308,2,2
2.28788,2,2
2.25373,2,2
2.22059,2,2
2.18841,2,2
2.15714,2,2
2.12676,2,2
2.09722,2,2
2.06849,2,2
2.04054,2,2
2.01333,2,2
1.98684,1,1
1.96104,1,1
1.9359,1,1
1.91139,1,1
1.8875,1,1
1.8642,1,1
1.84146,1,1
1.81928,1,1
1.79762,1,1
1.77647,1,1
1.75581,1,1
1.73563,1,1
1.71591,1,1
1.69663,1,1
1.67778,1,1
1.65934,1,1
1.6413,1,1
1.62366,1,1
1.60638,1,1
1.58947,1,1
1.57292,1,1
1.5567,1,1
1.54082,1,1
1.52525,1,1
1.51,1,1
1.49505,1,1
1.48039,1,1
1.46602,1,1
1.45192,1,1
1.4381,1,1
1.42453,1,1
1.41121,1,1
1.39815,1,1
1.38532,1,1
1.37273,1,1
1.36036,1,1
1.34821,1,1
1.33628,1,1
1.32456,1,1
1.31304,1,1
1.30172,1,1
1.2906,1,1
1.27966,1,1
1.26891,1,1
1.25833,1,1
1.24793,1,1
1.2377,1,1
1.22764,1,1
1.21774,1,1
1.208,1,1
1.19841,1,1
1.18898,1,1
1.17969,1,1
1.17054,1,1
1.16154,1,1
1.15267,1,1
1.14394,1,1
1.13534,1,1
1.12687,1,1
1.11852,1,1
1.11029,1,1
1.10219,1,1
1.0942,1,1
1.08633,1,1
1.07857,1,1
1.07092,1,1
1.06338,1,1
1.05594,1,1
1.04861,1,1
1.04138,1,1
1.03425,1,1
1.02721,1,1
1.02027,1,1
1.01342,1,1
1.00667,1,1
0.993421,0,0
0.986928,0,0
0.980519,0,0
0.974194,0,0
0.967949,0,0
0.961783,0,0
0.955696,0,0
0.949686,0,0
0.94375,0,0
0.937888,0,0
0.932099,0,0
0.92638,0,0
0.920732,0,0
0.915152,0,0
0.909639,0,0
0.904192,0,0
0.89881,0,0
0.893491,0,0
0.888235,0,0
0.883041,0,0
0.877907,0,0
0.872832,0,0
0.867816,0,0
0.862857,0,0
0.857955,0,0
0.853107,0,0
0.848315,0,0
0.843575,0,0
0.838889,0,0
0.834254,0,0
0.82967,0,0
0.825137,0,0
0.820652,0,0
0.816216,0,0
0.811828,0,0
0.807487,0,0
0.803191,0,0
0.798942,0,0
0.794737,0,0
0.790576,0,0
0.786458,0,0
0.782383,0,0
0.778351,0,0
0.774359,0,0
0.770408,0,0
0.766497,0,0
0.762626,0,0
0.758794,0,0
0.755,0,0
0.751244,0,0
0.747525,0,0
0.743842,0,0
0.740196,0,0
0.736585,0,0
0.73301,0,0
0.729469,0,0
0.725962,0,0
0.722488,0,0
0.719048,0,0
0.71564,0,0
0.712264,0,0
0.70892,0,0
0.705607,0,0
0.702326,0,0
0.699074,0,0
0.695853,0,0
0.692661,0,0
0.689498,0,0
0.686364,0,0
0.683258,0,0
0.68018,0,0
0.67713,0,0
0.674107,0,0
0.671111,0,0
0.668142,0,0
0.665198,0,0
0.662281,0,0
0.659389,0,0
0.656522,0,0
0.65368,0,0
0.650862,0,0
0.648069,0,0
0.645299,0,0
0.642553,0,0
0.639831,0,0
0.637131,0,0
0.634454,0,0
0.631799,0,0
0.629167,0,0
0.626556,0,0
0.623967,0,0
0.621399,0,0
0.618852,0,0
0.616327,0,0
0.613821,0,0
0.611336,0,0
0.608871,0,0
0.606426,0,0
0.604,0,0
0.601594,0,0
0.599206,0,0
0.596838,0,0
0.594488,0,0
0.592157,0,0
152,152,152
50.6667,50,50
30.4,30,30
21.7143,21,21
16.8889,16,16
13.8182,13,13
11.6923,11,11
10.1333,10,10
8.94118,8,8
7.2381,7,7
6.6087,6,6
6.08,6,6
5.62963,5,5
5.24138,5,5
4.90323,4,4
4.60606,4,4
4.34286,4,4
4.10811,4,4
3.89744,3,3
3.70732,3,3
3.53488,3,3
3.37778,3,3
3.23404,3,3
3.10204,3,3
2.98039,2,2
2.86792,2,2
2.76364,2,2
2.57627,2,2
2.4918,2,2
2.4127,2,2
2.33846,2,2
2.26866,2,2
2.2029,2,2
2.14085,2,2
2.08219,2,2
2.02667,2,2
1.97403,1,1
1.92405,1,1
1.87654,1,1
1.83133,1,1
1.78824,1,1
1.74713,1,1
1.70787,1,1
1.67033,1,1
1.63441,1,1
1.56701,1,1
1.53535,1,1
1.50495,1,1
1.47573,1,1
1.44762,1,1
1.42056,1,1
1.3945,1,1
1.36937,1,1
1.34513,1,1
1.32174,1,1
1.29915,1,1
1.27731,1,1
1.2562,1,1
1.23577,1,1
1.216,1,1
1.19685,1,1
1.17829,1,1
1.16031,1,1
1.12593,1,1
1.10949,1,1
1.09353,1,1
1.07801,1,1
1.06294,1,1
1.04828,1,1
1.03401,1,1
1.02013,1,1
1.00662,1,1
0.993464,0,0
0.980645,0,0
0.968153,0,0
0.955975,0,0
0.944099,0,0
0.932515,0,0
0.921212,0,0
0.91018,0,0
0.899408,0,0
0.878613,0,0
0.868571,0,0
0.858757,0,0
0.849162,0,0
0.839779,0,0
0.830601,0,0
0.821622,0,0
0.812834,0,0
0.804233,0,0
0.795812,0,0
0.787565,0,0
0.779487,0,0
0.771574,0,0
0.763819,0,0
0.756219,0,0
0.748768,0,0
0.741463,0,0
0.7343,0,0
0.720379,0,0
0.713615,0,0
0.706977,0,0
0.700461,0,0
0.694064,0,0
0.687783,0,0
0.681614,0,0
0.675556,0,0
0.669604,0,0
0.663755,0,0
0.658009,0,0
0.65236,0,0
0.646809,0,0
0.64135,0,0
0.635983,0,0
0.630705,0,0
0.625514,0,0
0.620408,0,0
0.610442,0,0
0.605578,0,0
0.600791,0,0
0.596078,0,0
153,153,153
76.5,76,76
38.25,38,38
30.6,30,30
21.8571,21,21
19.125,19,19
15.3,15,15
13.9091,13,13
11.7692,11,11
10.9286,10,10
9.5625,9,9
8.05263,8,8
7.65,7,7
6.95455,6,6
6.65217,6,6
6.12,6,6
5.88462,5,5
5.46429,5,5
5.27586,5,5
4.93548,4,4
4.78125,4,4
4.37143,4,4
4.13514,4,4
4.02632,4,4
